title,company,location,job_desc,date_posted,date_scrapped,salary,website,word_desc
"Data Scientist, Spotify Advertising",PRA Group,Remote,"Data, Research & Insights Data Science At Spotify Advertising, our part of that mission is to build the next generation advertising platform for audio which…",4 days ago,2022-05-24,1167750.0,indeed,data research insight data spotify advertise part mission build next generation advertising platform audio which…
Data Scientist,PRA Group,Remote,"About this Position Curate, part of FiscalNote, is seeking to hire a full-time Data Scientist. As a Data Scientist, you will be at the core of our advanced…",4 days ago,2022-05-24,1167750.0,indeed,position curate part fiscalnote seek hire full time data scientist data scientist core advanced…
Data Scientist,PRA Group,Remote,"TITLE Data Scientist LOCATION Working Remote USA REPORTS TO Manager, Data Science POSITION SUMMARY Are you curious by nature? Do you like to dive into…",4 days ago,2022-05-24,1167750.0,indeed,title data scientist location work remote usa report manager data position summary curious nature like dive into…
Data Scientist,PRA Group,Remote,"Overview This is %100 home based remote job. The ideal candidate’s favorite words are learning, data, visualize, and teamwork. You will leverage your strong…",4 days ago,2022-05-24,1167750.0,indeed,overview 100 home base remote job ideal candidate ’ favorite word learn data visualize teamwork leverage strong…
Data Scientist,PRA Group,Remote,"A pioneer in K–12 education since 2000, Amplify is leading the way in next-generation curriculum and assessment. Our captivating core and supplemental…",4 days ago,2022-05-24,1167750.0,indeed,pioneer k–12 education since 2000 amplify lead way next generation curriculum assessment captivate core supplemental…
Data Scientist (Remote),PRA Group,Remote,"At Yelp, it’s our mission to connect people with great local businesses. Yelp’s unique dataset contains billions of interactions between users and businesses…",4 days ago,2022-05-24,1167750.0,indeed,yelp ’ mission connect people great local business yelp ’ unique dataset contains billion interaction user businesses…
Data Scientist,PRA Group,Remote,Overview: AIR is currently seeking a Data Scientist join our Data Science and Advanced Analytics (DSAA) group. DSAA employs advanced analytics methods to…,4 days ago,2022-05-24,1167750.0,indeed,overview air currently seek data scientist join data advanced analytics dsaa group dsaa employ advanced analytics method to…
Data Scientist,PRA Group,Remote,"*Job Title: *Data Scientist *Job Family: * Risk Department *Summary: * Performs duties related to data mining, machine learning, statistical modeling, and…",4 days ago,2022-05-24,1167750.0,indeed,job title data scientist job family risk department summary performs duty relate data mining machine learn statistical modeling …
Data Scientist (Junior),PRA Group,Remote,Job Summary: The Analytics team empowers BDSA through the development of syndicated market research products based on various datasets. As a Junior Data…,4 days ago,2022-05-24,1167750.0,indeed,job summary analytics team empowers bdsa development syndicated market research product base various datasets junior data…
Data Scientist,PRA Group,Remote,"About MarketerHire MarketerHire’s mission is to make expert marketing accessible to all. Founded in 2019, we are growing rapidly and are a leader in the…",4 days ago,2022-05-24,1167750.0,indeed,marketerhire marketerhire ’ mission make expert marketing accessible found 2019 grow rapidly leader …
Graduate Data Scientist - Role Can be Remote,PRA Group,Remote,"The Petcare Segment consists of five Divisions: Pet Nutrition, Royal Canin, Mars Veterinary Health N. America, Mars Veterinary Health International &…",4 days ago,2022-05-24,1167750.0,indeed,petcare segment consist five division pet nutrition royal canin mar veterinary health n america mar veterinary health international …
Data Scientist,Affaan Technologies,Dubai,"Create algorithms to extract information from large data sets.Establish scalable, efficient, automated processes for model development, model validation, model…",30 days ago,2022-05-24,,indeed,create algorithm extract information large data setsestablish scalable efficient automate process model development model validation model…
IFS - HC - People Analytics Data Scientist Senior Associate,Affaan Technologies,Dubai,"Supporting people data-driven projects - inclusive of proof of concepts and enabling initiatives (e.g. data gathering, quality reviews, and data governance.",30 days ago,2022-05-24,,indeed,support people data driven project inclusive proof concept enable initiative eg data gather quality review data governance
newSenior Technical Software Engineer,Affaan Technologies,Dubai,Contribute to software and data engineering playbooks for use by relevant people in information technology and data scientists in the business.,30 days ago,2022-05-24,,indeed,contribute software data engineering playbook use relevant people information technology data scientist business
